	1B	1N	2B	2N	3B	3N	4B	4N	5B	5N	6B	6N	7B	7N	8B	8N	
isogroup59111_g3	3	2	1	5	0	0	0	0	1	2	0	0	14	5	37	6	
isogroup59112_g1	5	12	1	0	1	5	1	0	3	4	0	4	18	5	31	3	
isogroup59113_g1	0	8	4	1	2	1	1	0	0	8	1	5	13	8	11	0	
isogroup59114_g3	3	14	8	2	2	0	1	0	5	7	1	12	20	13	87	18	
isogroup59114_g4	1	1	2	2	2	1	0	0	1	2	0	5	5	1	25	8	
isogroup59115_g1	150	236	27	13	20	68	19	0	31	26	17	91	304	142	600	119	
isogroup59117_g1	13	24	20	16	7	12	12	0	23	18	15	33	64	35	159	21	
isogroup59118_g1	23	28	16	9	3	33	2	0	1	2	2	16	34	15	125	18	
isogroup59120_g1	99	116	12	6	17	57	15	0	28	7	26	80	196	58	188	27	
isogroup59120_g7	37	46	9	16	6	12	2	0	15	12	8	24	96	39	164	33	
isogroup59120_g8	2	1	1	0	1	1	0	0	2	1	2	3	6	1	23	6	
isogroup59121_g1	28	45	11	4	8	17	3	6	5	29	6	26	54	38	192	36	
isogroup59121_g2	40	43	14	9	4	9	1	1	7	14	3	25	70	28	182	36	
isogroup59123_g1	89	142	74	43	24	94	9	4	43	80	20	92	237	102	1045	219	
isogroup59124_g1	91	131	43	26	16	38	3	0	19	34	8	62	153	100	370	120	
isogroup59125_g2	31	51	38	4	6	24	2	0	5	23	4	21	17	11	57	8	
isogroup59125_g3	7	5	6	3	0	0	0	0	0	1	0	1	11	8	7	1	
isogroup59126_g1	44	49	22	11	10	38	4	2	32	48	15	43	77	32	204	37	
isogroup59127_g1	202	277	84	50	57	112	22	1	70	116	43	187	377	203	671	156	
isogroup59128_g1	121	147	13	15	14	40	16	0	34	21	20	154	165	86	392	78	
isogroup59129_g1	10	13	9	0	1	7	2	0	10	7	5	19	10	6	51	10	
isogroup59130_g1	84	143	37	78	21	116	12	0	41	56	16	157	281	186	681	134	
isogroup59131_g1	59	106	28	30	14	94	16	0	78	69	25	92	209	85	778	151	
isogroup59132_g1	25	25	15	6	2	15	10	0	29	23	13	44	34	17	72	23	
isogroup59132_g2	47	105	31	27	21	72	4	0	20	29	13	32	132	57	522	112	
isogroup59132_g3	1	0	1	0	0	0	0	0	0	0	0	0	1	0	5	2	
isogroup59134_g5	3	8	2	1	1	2	0	0	4	6	0	0	3	2	20	3	
isogroup59135_g1	24	43	12	7	15	41	3	0	13	23	3	32	106	54	236	35	
isogroup59137_g1	15	20	12	8	5	8	1	0	6	17	5	8	99	35	253	39	
isogroup59137_g2	12	24	9	2	0	2	1	0	0	5	0	1	14	4	53	13	
isogroup59138_g2	41	50	20	25	10	36	4	0	33	31	2	42	104	50	249	51	
isogroup59139_g2	4	4	0	0	1	6	0	0	1	2	1	6	13	10	31	3	
isogroup5913_g1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup59140_g1	44	56	25	15	7	26	8	1	19	23	7	44	82	38	363	64	
isogroup59142_g1	35	43	4	5	2	12	3	0	7	7	6	20	62	27	163	35	
isogroup59143_g2	5	9	8	3	3	8	0	0	8	12	3	8	27	10	57	12	
isogroup59144_g1	36	44	10	9	11	26	1	0	23	11	5	35	61	30	156	24	
isogroup59144_g3	3	10	3	2	0	1	2	0	4	2	2	4	2	1	18	2	
isogroup59144_g4	8	11	9	6	1	7	0	0	7	10	4	24	29	17	74	13	
isogroup59144_g5	52	63	24	31	21	67	9	0	28	37	13	56	135	49	389	86	
isogroup59145_g1	98	156	134	97	44	97	46	1	130	95	53	138	302	260	704	165	
isogroup59145_g2	15	15	1	0	3	3	1	0	6	7	3	12	27	8	71	13	
isogroup59146_g1	46	107	19	16	22	72	7	0	32	47	7	31	134	81	500	110	
isogroup59146_g2	19	20	6	9	1	11	4	0	9	15	4	11	39	10	150	25	
isogroup59146_g3	63	71	41	17	19	38	7	0	30	69	17	85	115	47	277	70	
isogroup59147_g1	7	27	9	2	6	4	2	0	6	6	3	10	35	11	123	25	
isogroup59148_g1	48	51	23	14	10	23	5	0	17	31	7	34	107	51	360	102	
isogroup59148_g2	1	1	0	0	0	0	0	1	0	1	0	2	6	0	18	4	
isogroup59149_g1	4	5	2	4	1	6	0	0	3	3	1	5	1	5	26	4	
isogroup59150_g3	31	35	0	0	2	2	1	0	0	1	2	18	39	20	2	2	
isogroup59150_g4	13	22	8	2	4	14	2	0	13	10	2	10	14	1	154	35	
isogroup59150_g8	8	9	0	3	3	4	1	1	4	10	1	3	9	2	32	2	
isogroup59151_g1	0	2	0	0	0	0	1	0	1	1	0	0	2	1	8	3	
isogroup59151_g3	0	0	0	0	0	0	0	0	0	1	0	1	0	1	10	0	
isogroup59152_g1	30	55	52	37	24	35	12	0	30	76	12	65	107	53	488	90	
isogroup59152_g2	17	44	12	9	13	19	7	0	19	49	7	39	87	25	171	26	
isogroup59152_g4	55	92	26	29	14	25	4	0	8	39	9	63	100	60	534	114	
isogroup59153_g1	76	135	34	23	11	45	5	0	16	38	17	64	161	64	385	82	
isogroup59154_g1	2	3	5	4	0	6	1	0	3	6	1	3	8	2	35	4	
isogroup59155_g2	4	7	3	2	3	1	0	0	2	7	4	5	15	0	61	7	
isogroup59156_g1	25	26	10	1	4	15	0	0	2	12	0	15	24	15	74	22	
isogroup59157_g1	19	40	9	6	10	24	4	0	20	28	14	39	72	25	173	37	
isogroup59158_g3	75	146	33	20	11	53	18	0	41	38	23	49	227	71	625	85	
isogroup59158_g6	16	25	12	6	3	3	0	0	4	13	3	15	31	13	94	8	
isogroup59159_g1	33	49	10	5	6	22	4	0	7	22	2	34	77	44	164	29	
isogroup59160_g1	2	0	2	0	0	2	0	0	0	0	1	0	1	0	16	3	
isogroup59160_g2	249	343	155	139	49	155	28	1	43	139	31	136	343	171	2004	397	
isogroup59161_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	1	
isogroup59161_g2	0	0	1	2	0	3	2	0	5	3	2	5	8	2	15	7	
isogroup59161_g3	6	8	4	3	1	5	0	0	3	8	1	11	35	21	42	11	
isogroup59161_g4	2	6	4	0	0	2	0	0	2	5	1	3	6	2	9	2	
isogroup59161_g5	7	6	2	3	1	0	0	0	1	7	0	2	9	6	2	1	
isogroup59162_g1	8	20	16	16	4	26	0	0	12	22	10	24	28	8	109	12	
isogroup59163_g1	12	30	10	7	3	18	1	0	9	8	2	26	27	12	125	20	
isogroup59163_g3	5	6	2	0	0	2	2	0	1	1	1	3	19	7	39	4	
isogroup59164_g1	7	21	11	7	6	16	1	0	9	9	7	18	13	2	106	19	
isogroup59165_g1	111	164	28	19	11	11	7	0	18	22	29	79	47	21	219	38	
isogroup59165_g2	1	4	1	2	4	1	1	0	5	5	1	7	24	7	19	2	
isogroup59165_g4	13	14	4	1	0	0	0	0	2	0	0	2	7	6	8	4	
isogroup59165_g6	0	3	2	2	1	2	0	0	1	4	0	1	5	1	19	2	
isogroup59165_g7	6	12	13	9	6	8	6	0	8	10	8	24	34	19	154	43	
isogroup59166_g1	28	38	8	10	5	17	1	0	5	6	1	15	47	29	144	27	
isogroup59166_g2	24	27	7	2	4	19	5	0	12	18	8	25	62	33	120	17	
isogroup59167_g1	113	85	46	18	22	40	10	1	37	50	10	43	244	74	375	94	
isogroup59167_g2	0	1	0	0	0	5	0	0	4	2	1	3	0	2	3	0	
isogroup59168_g1	0	4	2	6	5	2	2	0	2	1	4	11	16	9	70	10	
isogroup59170_g1	5	1	1	0	0	1	0	0	1	0	1	0	6	0	15	6	
isogroup59172_g1	3	22	17	9	3	16	1	0	8	10	2	13	27	9	76	14	
isogroup59173_g2	2	6	4	3	1	6	1	0	1	2	2	5	7	3	31	3	
isogroup59174_g1	4	9	2	4	1	2	2	1	5	3	2	3	16	15	36	7	
isogroup59174_g3	25	30	24	19	8	13	8	0	23	18	7	39	66	40	150	28	
isogroup59175_g1	12	18	6	1	3	9	0	0	1	2	0	8	56	17	65	11	
isogroup59176_g4	1347	2095	1147	709	242	537	62	1	272	495	123	667	2693	1499	4733	1162	
isogroup59177_g2	2	2	14	5	1	8	2	0	2	8	3	16	30	12	30	16	
isogroup59178_g1	3	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	
isogroup59178_g2	1	8	3	4	1	4	1	0	2	1	0	19	9	18	39	12	
isogroup59179_g2	1	3	2	1	0	0	2	0	1	2	1	1	7	2	43	4	
isogroup59179_g3	1	3	5	0	0	0	1	0	1	7	3	5	15	5	64	12	
isogroup59179_g5	221	308	155	62	44	118	28	0	82	135	50	207	536	202	969	159	
isogroup59181_g1	19	30	13	6	5	11	5	0	4	6	1	9	34	17	112	20	
isogroup59181_g2	24	35	10	11	8	19	7	0	16	18	8	46	78	37	223	59	
isogroup59182_g3	29	55	19	8	2	18	2	0	22	28	5	18	66	27	146	40	
isogroup59184_g1	33	31	19	9	3	17	0	0	16	22	5	17	148	37	291	63	
isogroup59184_g2	1	4	0	2	2	2	0	0	2	4	0	5	2	0	14	2	
isogroup59184_g3	2	2	2	0	1	2	0	0	0	4	1	2	2	1	9	3	
isogroup59185_g1	5	13	10	1	3	16	1	0	5	21	5	18	50	23	155	25	
isogroup59187_g1	14	46	33	14	18	29	2	1	14	25	15	40	52	10	162	33	
isogroup59188_g1	40	101	75	43	16	54	21	1	45	52	10	72	80	36	648	123	
isogroup59188_g3	13	23	4	8	1	7	1	0	4	13	2	9	38	22	118	17	
isogroup59189_g1	6	4	0	1	1	2	0	0	2	0	1	1	9	1	22	1	
isogroup59190_g1	28	48	23	7	11	28	7	2	17	22	15	32	69	23	239	48	
isogroup59191_g1	1	8	1	0	3	4	2	0	4	6	2	7	20	5	60	14	
isogroup59193_g1	82	85	48	23	19	38	16	2	30	43	16	59	171	81	442	91	
isogroup59195_g1	46	80	14	5	9	24	2	0	32	23	10	46	125	46	253	49	
isogroup59196_g1	22	32	19	5	6	27	5	0	14	32	8	29	51	18	156	21	
isogroup59197_g2	39	53	14	17	2	15	2	0	12	18	6	37	42	14	198	40	
isogroup59198_g1	18	21	9	12	2	25	2	1	15	24	8	17	45	20	93	16	
isogroup59199_g1	32	71	18	18	15	26	9	0	31	17	16	56	112	41	495	76	
isogroup59199_g4	1	0	1	3	0	2	1	0	0	1	1	1	2	0	9	1	
isogroup59201_g1	11	23	4	2	3	15	3	0	10	15	7	12	41	14	139	28	
isogroup59202_g1	16	31	5	2	0	4	4	0	3	4	7	14	41	21	117	23	
isogroup59203_g1	2	4	4	2	2	2	4	0	14	3	7	10	4	2	76	9	
isogroup59204_g1	304	406	74	25	47	90	15	0	61	80	20	101	450	217	1880	389	
isogroup59205_g1	118	188	61	39	26	68	17	0	26	54	20	75	129	53	706	129	
isogroup59206_g1	82	103	32	18	19	33	2	2	25	39	16	47	154	61	380	80	
isogroup59207_g1	121	202	33	35	10	92	6	1	60	57	20	64	361	120	617	120	
isogroup59208_g1	194	236	72	53	55	79	19	1	78	146	39	194	478	234	843	174	
isogroup59209_g2	93	159	56	28	29	75	14	0	48	58	20	82	177	78	515	91	
isogroup59210_g1	65	110	17	26	5	28	9	0	28	31	7	88	276	175	550	114	
isogroup59211_g1	21	19	1	2	1	5	0	0	1	4	0	3	54	12	58	8	
isogroup59212_g1	26	27	10	12	8	25	6	0	12	14	4	28	36	20	209	34	
isogroup59213_g1	107	142	49	19	32	61	8	0	30	69	7	111	156	95	584	151	
isogroup59213_g2	25	28	13	14	4	17	2	0	3	19	1	23	31	20	75	23	
isogroup59214_g1	2	15	3	2	1	2	6	0	2	7	2	8	16	15	64	12	
isogroup59215_g1	25	45	3	5	2	6	2	0	0	5	1	4	7	8	129	51	
isogroup59216_g1	7	13	4	2	3	3	2	0	7	8	4	6	23	11	24	5	
isogroup59216_g4	7	18	8	0	3	14	1	0	2	7	3	8	25	22	52	10	
isogroup59218_g1	0	0	2	0	1	2	0	0	2	0	1	1	3	0	10	0	
isogroup59219_g1	17	25	4	9	4	19	5	0	9	15	1	11	40	8	141	35	
isogroup59219_g2	22	27	12	5	2	17	3	0	7	8	8	26	62	45	124	24	
isogroup59219_g3	69	74	3	1	8	4	3	0	15	32	2	33	72	52	249	81	
isogroup59219_g4	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	
isogroup59219_g6	2	1	0	0	1	2	0	0	0	1	1	3	3	1	10	1	
isogroup59220_g2	0	0	0	0	0	2	1	0	1	1	0	2	3	0	6	0	
isogroup59220_g3	3	3	1	2	0	0	0	0	1	1	1	1	6	1	11	2	
isogroup59220_g4	3	3	1	1	1	7	1	1	3	2	4	3	7	10	25	2	
isogroup59220_g5	2	4	0	1	0	4	0	0	1	1	0	0	7	3	6	0	
isogroup59220_g6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	
isogroup59220_g8	1	1	2	1	0	6	1	0	0	0	0	1	5	1	9	3	
isogroup59221_g2	63	79	18	8	11	24	10	1	15	40	11	43	169	75	263	63	
isogroup59221_g6	201	244	144	114	62	108	17	0	103	136	43	182	482	166	792	167	
isogroup59222_g1	15	20	4	1	1	2	0	0	4	4	1	8	22	9	52	15	
isogroup59223_g1	46	81	21	22	9	34	0	0	13	27	7	36	86	36	341	76	
isogroup59224_g1	121	153	48	34	18	38	7	0	50	52	22	103	245	114	552	134	
isogroup59225_g2	30	46	11	6	2	19	0	1	17	21	2	31	66	19	150	26	
isogroup59226_g1	34	55	25	9	12	20	1	0	17	26	6	39	93	28	269	52	
isogroup59226_g2	4	7	3	1	1	1	1	0	1	1	1	4	5	5	16	5	
isogroup59227_g7	46	122	19	19	7	20	6	1	5	23	1	24	76	58	159	76	
isogroup59228_g1	43	48	21	5	7	17	3	0	8	21	15	30	183	58	355	89	
isogroup59229_g1	21	29	9	7	2	13	3	0	20	23	7	25	53	22	161	30	
isogroup59230_g1	113	170	39	43	19	59	14	1	66	37	43	91	234	95	393	121	
isogroup59231_g1	11	14	2	2	5	15	3	0	5	12	2	12	7	5	102	18	
isogroup59232_g1	101	174	74	52	45	103	24	0	34	87	18	91	158	67	520	124	
isogroup59232_g2	5	4	1	5	1	2	0	0	2	2	0	7	13	8	21	6	
isogroup59233_g1	7	9	0	0	2	6	0	0	2	4	0	7	26	14	42	11	
isogroup59233_g2	7	11	1	0	0	9	1	0	1	0	4	3	14	9	33	4	
isogroup59234_g1	482	636	392	293	156	466	67	0	376	460	179	639	1483	586	2432	515	
isogroup59234_g2	0	2	0	0	0	1	0	0	0	2	1	1	0	0	0	1	
isogroup59234_g3	1	3	0	0	0	0	0	0	0	1	2	0	4	2	26	2	
isogroup59236_g1	45	69	20	9	9	30	2	0	22	19	7	54	75	48	187	35	
isogroup59237_g1	10	29	14	6	4	10	2	0	15	19	7	26	70	21	111	25	
isogroup59237_g2	40	44	9	7	0	22	1	0	12	17	3	41	77	61	189	47	
isogroup59238_g3	66	74	33	29	26	77	10	0	49	61	19	107	158	68	465	77	
isogroup59239_g1	32	42	18	28	8	36	3	1	16	36	6	34	88	37	187	32	
isogroup59239_g2	4	8	16	3	3	5	4	1	4	9	3	15	12	9	47	10	
isogroup59240_g1	70	134	58	30	19	36	12	0	53	46	20	75	232	75	464	86	
isogroup59241_g1	17	17	5	0	1	4	2	0	0	6	0	13	13	14	63	16	
isogroup59242_g4	9	16	7	7	3	9	4	0	8	5	5	15	16	5	105	9	
isogroup59243_g1	134	173	44	18	21	53	11	1	48	66	5	109	304	135	643	138	
isogroup59245_g1	13	14	19	8	4	5	1	1	9	10	6	24	105	51	183	80	
isogroup59245_g2	0	1	0	0	0	0	0	0	0	0	0	1	4	28	4	1	
isogroup59246_g1	90	122	43	20	13	19	7	0	41	59	19	71	195	64	435	82	
isogroup59247_g1	67	67	10	6	11	28	3	0	5	30	5	31	90	33	291	54	
isogroup59248_g1	46	70	63	42	19	70	14	0	23	42	20	51	117	61	344	67	
isogroup59248_g2	161	247	74	61	61	174	14	0	100	114	42	151	329	134	928	178	
isogroup59249_g1	12	5	3	1	0	5	1	0	1	0	0	3	21	9	42	13	
isogroup59250_g3	3	2	2	1	0	2	0	0	0	1	3	2	2	2	27	11	
isogroup59251_g1	4	7	2	2	0	8	2	0	4	3	0	8	8	3	15	2	
isogroup59252_g2	242	274	113	94	71	139	25	0	99	168	35	206	474	235	1316	238	
isogroup59253_g1	2	3	1	0	0	3	0	0	0	2	0	0	1	0	12	1	
isogroup59253_g2	6	9	1	1	0	5	1	0	5	0	5	1	9	3	46	5	
isogroup59254_g1	12	7	6	6	12	15	1	0	9	42	0	20	388	170	363	78	
isogroup59255_g1	4	0	0	0	1	0	0	0	1	0	0	0	1	0	4	2	
isogroup59255_g2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
isogroup59255_g3	0	1	1	0	0	0	0	0	0	1	0	2	4	3	4	0	
isogroup59255_g4	8	8	2	1	0	5	0	0	0	4	1	7	12	1	30	9	
isogroup59257_g1	1	0	2	1	0	1	0	1	2	1	1	3	2	3	12	1	
isogroup59259_g2	7	8	3	3	1	9	0	0	2	5	2	7	6	9	49	6	
isogroup59260_g1	7	19	13	9	0	5	0	0	4	6	2	18	28	10	73	15	
isogroup59261_g1	109	174	59	16	31	54	17	1	30	40	17	98	194	134	511	110	
isogroup59262_g1	6	8	5	10	9	41	3	0	18	46	7	25	25	9	110	24	
isogroup59263_g1	0	1	7	6	0	0	0	0	0	0	0	0	2	0	2	0	
isogroup59263_g2	0	1	3	1	0	0	0	0	2	1	1	0	0	0	4	0	
isogroup59265_g1	13	21	7	4	3	9	1	0	17	13	4	9	29	15	51	10	
isogroup59265_g2	82	113	20	5	13	60	5	0	52	51	15	84	130	81	286	54	
isogroup59266_g1	5	14	10	1	3	2	1	0	10	20	3	12	25	17	121	22	
isogroup59266_g5	81	104	34	12	8	24	3	0	17	31	0	23	146	93	363	94	
isogroup59267_g1	252	379	170	111	86	213	39	1	114	133	68	317	514	220	1337	303	
isogroup59268_g1	1	0	2	1	0	0	0	0	2	1	1	3	1	1	6	1	
isogroup59268_g2	0	0	0	1	0	0	0	0	0	0	0	4	0	0	2	1	
isogroup59269_g1	7	15	4	1	5	11	3	0	4	4	3	14	31	5	70	12	
isogroup59269_g2	0	1	1	0	1	0	0	0	0	0	0	0	1	0	23	3	
isogroup59269_g3	2	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	
isogroup59270_g1	29	40	10	13	5	18	3	0	10	27	5	21	64	39	109	32	
isogroup59271_g3	142	160	51	75	22	66	13	0	48	110	26	126	264	95	522	150	
isogroup59271_g5	0	1	1	0	3	0	0	0	2	0	1	3	10	1	15	4	
isogroup59271_g6	28	64	21	14	11	26	4	0	18	19	9	50	135	62	226	48	
isogroup59272_g1	182	247	83	49	34	88	26	0	69	80	38	122	351	223	766	198	
isogroup59272_g2	15	22	13	4	2	9	2	1	6	13	3	21	22	12	94	27	
isogroup59272_g3	5	4	2	6	6	7	3	1	12	10	2	6	27	12	78	11	
isogroup59273_g1	71	95	52	42	24	62	8	0	39	67	12	87	224	85	524	118	
isogroup59274_g2	51	90	24	26	19	68	3	0	24	51	9	46	158	96	458	78	
isogroup59275_g1	60	80	41	62	26	55	6	0	39	50	10	53	62	27	397	56	
isogroup59276_g1	115	173	32	30	23	60	17	0	55	55	14	100	221	109	428	117	
isogroup59277_g1	1	0	18	6	8	20	2	0	17	39	18	31	6	1	0	0	
isogroup59277_g2	2	3	1	0	0	1	1	0	4	2	0	0	0	0	12	1	
isogroup59278_g1	11	32	3	0	0	3	0	0	1	4	1	4	40	49	23	4	
isogroup59279_g2	22	53	13	11	11	13	4	0	19	13	2	20	43	15	159	29	
isogroup59279_g3	28	44	52	43	9	28	10	1	18	46	13	39	102	51	154	42	
isogroup59279_g5	105	149	75	40	36	121	8	0	54	65	22	152	339	182	824	192	
isogroup59280_g1	28	25	17	11	7	36	4	0	5	10	7	26	54	25	160	30	
isogroup59281_g1	143	166	26	18	24	42	9	1	49	31	9	52	247	80	447	86	
isogroup59282_g1	25	27	7	4	4	12	0	0	5	7	3	7	40	22	50	6	
isogroup59283_g1	21	26	9	3	4	19	1	0	8	14	2	11	58	18	118	31	
isogroup59284_g1	27	27	11	8	5	6	2	0	7	15	6	31	29	15	91	15	
isogroup59284_g2	47	59	13	7	8	25	1	0	8	14	4	14	119	25	267	51	
isogroup59284_g3	44	52	27	14	15	27	5	1	28	37	13	46	166	55	230	48	
isogroup59284_g5	0	0	1	0	0	0	0	0	0	0	0	0	1	1	4	0	
isogroup59285_g1	19	39	5	7	1	6	3	0	9	8	5	10	23	6	16	2	
isogroup59286_g1	326	562	242	127	89	264	41	0	137	187	75	252	924	435	1984	455	
isogroup59288_g1	1	1	46	8	3	21	3	0	18	23	5	10	2	1	7	0	
isogroup5928_g1	13	13	8	9	4	11	3	0	8	5	6	12	43	24	253	52	
isogroup59290_g3	97	147	60	28	36	96	5	0	60	90	13	134	298	126	609	133	
isogroup59290_g4	1	2	2	0	2	0	1	0	0	5	0	1	8	3	27	2	
isogroup59291_g1	58	73	9	15	15	45	4	1	30	58	7	37	134	53	188	40	
isogroup59292_g1	6	17	14	14	3	18	1	0	9	21	7	21	17	6	53	5	
isogroup59293_g1	81	96	28	23	26	49	15	1	31	43	11	80	115	66	279	64	
isogroup59293_g3	1	1	0	0	2	0	0	0	0	0	0	1	2	0	13	4	
isogroup59294_g1	15	32	17	6	6	11	12	0	27	26	8	25	83	20	94	14	
isogroup59295_g1	99	115	79	50	16	43	16	1	27	61	22	97	168	108	416	102	
isogroup59296_g1	93	155	87	39	15	57	14	0	38	31	17	133	219	83	759	164	
isogroup59297_g1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	1	
isogroup59297_g2	90	116	43	24	25	42	12	0	33	59	25	74	177	68	432	112	
isogroup59297_g3	3	7	2	0	0	1	0	0	3	0	2	2	8	3	20	7	
isogroup59297_g5	4	5	2	0	1	0	0	0	1	2	0	2	2	0	11	2	
isogroup59298_g2	19	27	2	5	2	10	0	0	5	6	5	17	28	31	89	21	
isogroup59298_g3	7	2	0	1	0	3	0	0	0	1	0	2	31	11	13	6	
isogroup59298_g4	118	101	9	6	3	11	4	0	2	12	3	14	2036	885	420	222	
isogroup59298_g5	6	13	5	4	5	1	2	0	8	4	2	9	31	12	66	12	
isogroup59299_g1	63	85	18	10	6	27	2	0	24	40	9	65	71	33	241	56	
isogroup59299_g4	23	16	14	4	2	10	3	0	9	8	6	24	39	15	112	22	
isogroup59300_g1	0	1	3	4	6	11	0	0	5	7	0	7	24	10	33	9	
isogroup59300_g2	82	130	24	24	21	64	7	0	13	33	4	56	161	94	495	104	
isogroup59302_g1	132	148	82	68	29	103	6	0	32	72	18	78	297	104	824	194	
isogroup59304_g1	76	111	59	55	24	78	10	0	70	58	19	106	295	93	460	96	
isogroup59305_g1	7	9	13	12	8	6	6	0	10	25	10	60	15	5	5	1	
isogroup59306_g1	135	159	76	78	7	58	8	0	34	60	14	71	195	126	719	213	
isogroup59308_g2	14	12	1	0	0	2	0	1	5	5	0	4	7	6	39	6	
isogroup59308_g3	0	2	1	0	0	1	0	0	0	0	0	1	0	2	1	0	
isogroup59309_g1	54	78	24	19	15	45	2	0	30	53	7	61	155	70	345	74	
isogroup59309_g5	7	10	7	1	0	3	0	0	2	11	1	3	1	2	7	2	
isogroup59310_g1	14	21	4	3	3	6	1	0	3	4	1	11	19	13	56	10	
isogroup59310_g2	24	34	17	11	2	14	2	0	11	16	1	15	68	25	118	26	
isogroup59311_g1	9	3	5	0	2	2	1	0	0	4	0	7	10	9	33	4	
isogroup59312_g7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	
isogroup59313_g1	7	13	3	3	3	2	1	0	5	4	0	4	19	3	58	10	
isogroup59313_g2	1	2	0	2	1	2	0	0	0	2	1	3	3	1	20	5	
isogroup59313_g3	12	17	4	11	4	13	2	0	2	6	1	9	16	15	75	22	
isogroup59314_g1	61	155	22	21	10	21	12	1	21	25	9	53	63	33	558	110	
isogroup59316_g1	46	56	10	11	7	14	2	0	13	20	2	47	98	55	185	53	
isogroup59317_g1	275	505	201	106	74	218	17	0	110	126	45	180	976	368	1628	402	
isogroup59317_g2	3	7	8	6	1	1	0	0	5	3	1	9	41	10	57	14	
isogroup59317_g3	83	140	22	22	9	46	3	0	19	56	5	34	168	172	580	201	
isogroup59318_g2	1	2	2	1	0	1	0	0	0	2	0	4	2	3	10	2	
isogroup59319_g1	7	3	0	0	0	2	0	0	0	2	0	0	1	3	7	1	
isogroup59319_g4	69	87	33	24	16	41	8	0	32	61	13	75	208	52	676	121	
isogroup59319_g5	29	87	29	18	16	37	11	0	39	38	13	63	185	53	441	110	
isogroup5931_g1	5	4	0	0	0	1	0	0	1	1	0	2	1	1	11	2	
isogroup59320_g1	93	87	17	9	12	29	11	0	36	49	15	60	187	80	464	70	
isogroup59322_g2	24	25	3	4	11	37	7	0	11	27	6	28	34	10	99	13	
isogroup59322_g4	0	0	5	2	0	1	0	0	10	28	0	0	3	0	68	9	
isogroup59323_g1	14	28	4	4	4	7	1	0	1	7	3	14	75	35	165	54	
isogroup59324_g1	108	147	70	39	29	41	15	0	57	56	16	138	197	89	507	98	
isogroup59326_g1	188	248	130	56	58	157	24	0	97	133	24	119	379	243	593	137	
isogroup59328_g1	59	95	38	31	15	52	3	0	32	36	16	44	130	76	300	50	
isogroup59330_g1	29	46	29	15	8	30	5	0	14	23	8	26	98	35	206	45	
isogroup59331_g1	3	1	0	0	0	0	1	0	5	2	2	5	10	2	8	0	
isogroup59331_g5	44	42	14	12	15	30	1	0	16	15	4	32	104	49	178	39	
isogroup59332_g1	2	1	9	8	3	16	2	0	8	7	5	16	14	6	31	5	
isogroup59334_g1	61	90	27	22	7	29	4	0	23	32	8	39	115	52	218	40	
isogroup59335_g1	11	22	11	2	1	9	2	1	9	10	3	18	25	13	54	5	
isogroup59336_g1	11	24	5	4	3	4	2	1	4	8	1	8	27	22	102	24	
isogroup59336_g2	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	
isogroup59337_g1	39	62	19	5	14	28	8	1	18	21	2	51	80	55	367	89	
isogroup59338_g1	17	15	7	6	3	17	2	0	9	20	1	11	28	10	82	11	
isogroup59339_g1	9	3	3	4	1	4	1	0	3	11	2	10	20	5	38	14	
isogroup59339_g2	0	1	1	0	0	0	0	0	1	0	0	1	1	0	5	1	
isogroup59340_g3	83	132	41	45	38	81	11	0	20	48	35	111	188	83	601	137	
isogroup59340_g8	63	90	29	14	18	31	1	0	23	32	17	49	186	91	301	63	
isogroup59342_g1	6	3	1	7	2	5	0	0	1	7	0	9	10	6	50	8	
isogroup59343_g3	43	82	21	14	8	22	6	0	22	16	8	28	84	48	196	53	
isogroup59345_g1	15	19	3	2	0	8	0	0	3	3	1	10	23	11	64	23	
isogroup59347_g1	34	57	7	12	16	45	8	0	29	32	13	55	124	47	345	68	
isogroup59348_g1	25	47	9	12	3	8	1	0	10	15	3	30	55	17	106	31	
isogroup59349_g1	81	108	47	25	19	28	8	1	19	69	13	64	158	109	309	70	
isogroup59352_g4	33	51	14	8	9	24	3	1	31	34	8	56	73	36	204	27	
isogroup59352_g8	96	153	55	45	14	28	7	1	47	39	12	62	322	177	640	192	
isogroup59353_g1	16	14	3	5	6	6	1	0	5	4	1	4	18	11	43	13	
isogroup59353_g3	4	10	4	0	0	1	0	0	2	0	0	1	7	8	25	3	
isogroup59354_g1	21	41	7	4	0	11	1	0	3	2	0	8	24	30	147	44	
isogroup59355_g1	64	146	28	14	5	13	3	0	8	24	10	33	114	88	222	67	
isogroup59356_g3	40	55	29	9	13	10	4	0	15	28	5	35	134	55	218	58	
isogroup59356_g4	70	108	26	22	10	25	3	0	25	34	4	42	110	57	319	71	
isogroup59358_g1	57	125	34	35	18	37	7	0	50	57	6	25	115	73	385	69	
